using HTTP for the container environment
         6795529 function calls (6512220 primitive calls) in 58.053 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 common.py:1307(is_float_dtype)
       14    0.000    0.000    0.000    0.000 common.py:1341(is_bool_dtype)
     8278    0.006    0.000    0.016    0.000 common.py:1470(is_extension_array_dtype)
        1    0.000    0.000    0.000    0.000 common.py:154(stringify_path)
     2057    0.000    0.000    0.000    0.000 common.py:1551(_is_dtype)
        4    0.000    0.000    0.000    0.000 common.py:157(ensure_python_int)
       38    0.000    0.000    0.000    0.000 common.py:1575(get_dtype)
    10364    0.007    0.000    0.014    0.000 common.py:1610(_is_dtype_type)
        2    0.000    0.000    0.000    0.000 common.py:170(all_none)
        4    0.000    0.000    0.000    0.000 common.py:174(<genexpr>)
     2057    0.002    0.000    0.006    0.000 common.py:1743(validate_all_hashable)
     4114    0.001    0.000    0.003    0.000 common.py:1762(<genexpr>)
     2133    0.001    0.000    0.002    0.000 common.py:1769(pandas_dtype)
     8291    0.001    0.000    0.001    0.000 common.py:185(classes)
     8291    0.002    0.000    0.003    0.000 common.py:187(<lambda>)
     2073    0.001    0.000    0.001    0.000 common.py:190(classes_and_not_datetimelike)
        1    0.000    0.000    0.000    0.000 common.py:191(count_not_none)
        3    0.000    0.000    0.000    0.000 common.py:195(<genexpr>)
     2073    0.001    0.000    0.001    0.000 common.py:195(<lambda>)
       11    0.000    0.000    0.000    0.000 common.py:198(asarray_tuplesafe)
        1    0.000    0.000    0.000    0.000 common.py:198(is_fsspec_url)
     8270    0.005    0.000    0.019    0.000 common.py:201(is_object_dtype)
        1    0.000    0.000    0.000    0.000 common.py:210(_get_filepath_or_buffer)
        1    0.000    0.000    0.000    0.000 common.py:221(index_labels_to_array)
     2067    0.003    0.000    0.006    0.000 common.py:231(is_sparse)
       52    0.000    0.000    0.000    0.000 common.py:26(wrapper)
       54    0.000    0.000    0.000    0.000 common.py:268(is_null_slice)
        1    0.000    0.000    0.000    0.000 common.py:288(is_full_slice)
     8111    0.002    0.000    0.003    0.000 common.py:317(apply_if_callable)
        1    0.000    0.000    0.000    0.000 common.py:32(SettingWithCopyError)
       52    0.000    0.000    0.000    0.000 common.py:32(_unpack_zerodim_and_defer)
        6    0.000    0.000    0.000    0.000 common.py:355(is_datetime64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:36(SettingWithCopyWarning)
     2070    0.001    0.000    0.006    0.000 common.py:388(is_datetime64tz_dtype)
        1    0.000    0.000    0.000    0.000 common.py:403(get_compression_method)
        1    0.000    0.000    0.000    0.000 common.py:42(IOArgs)
       25    0.000    0.000    0.000    0.000 common.py:429(is_timedelta64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:438(infer_compression)
        1    0.000    0.000    0.000    0.000 common.py:46(<setcomp>)
     2087    0.001    0.000    0.007    0.000 common.py:463(is_period_dtype)
        1    0.000    0.000    0.000    0.000 common.py:491(get_handle)
     2087    0.001    0.000    0.008    0.000 common.py:499(is_interval_dtype)
     2088    0.002    0.000    0.007    0.000 common.py:537(is_categorical_dtype)
     2057    0.002    0.000    0.002    0.000 common.py:573(is_string_dtype)
        1    0.000    0.000    0.000    0.000 common.py:60(IOHandles)
       12    0.000    0.000    0.000    0.000 common.py:615(is_dtype_equal)
        1    0.000    0.000    0.000    0.000 common.py:696(_BytesZipFile)
     2055    0.002    0.000    0.005    0.000 common.py:703(is_integer_dtype)
        1    0.000    0.000    0.000    0.000 common.py:749(_MMapWrapper)
      156    0.000    0.000    0.001    0.000 common.py:75(is_bool_indexer)
        9    0.000    0.000    0.000    0.000 common.py:757(is_signed_integer_dtype)
        1    0.000    0.000    0.000    0.000 common.py:793(_maybe_memory_map)
        9    0.000    0.000    0.000    0.000 common.py:813(is_unsigned_integer_dtype)
        1    0.000    0.000    0.000    0.000 common.py:846(_is_binary_mode)
       20    0.000    0.000    0.000    0.000 common.py:912(is_datetime64_any_dtype)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.016    0.016 compat.py:3(<module>)
        1    0.000    0.000    0.002    0.002 compatibility.py:8(<module>)
        3    0.000    0.000    0.005    0.002 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:178(JoinUnit)
        1    0.000    0.000    0.000    0.000 concat.py:301(_Concatenator)
        1    0.000    0.000    0.001    0.001 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:104(_get_option)
        1    0.000    0.000    0.000    0.000 config.py:181(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:184(__init__)
        1    0.000    0.000    0.000    0.000 config.py:227(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:228(__init__)
        1    0.000    0.000    0.000    0.000 config.py:232(__call__)
        1    0.000    0.000    0.000    0.000 config.py:382(option_context)
       56    0.000    0.000    0.001    0.000 config.py:414(register_option)
        2    0.000    0.000    0.000    0.000 config.py:489(deprecate_option)
        1    0.000    0.000    0.000    0.000 config.py:537(_select_options)
        1    0.000    0.000    0.000    0.000 config.py:555(_get_root)
        2    0.000    0.000    0.000    0.000 config.py:569(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 config.py:596(_translate_key)
        1    0.000    0.000    0.000    0.000 config.py:608(_warn_if_deprecated)
       40    0.000    0.000    0.000    0.000 config.py:697(config_prefix)
       60    0.000    0.000    0.000    0.000 config.py:727(wrap)
       56    0.000    0.000    0.001    0.000 config.py:728(inner)
        1    0.000    0.000    0.000    0.000 config.py:75(OptionError)
        4    0.000    0.000    0.000    0.000 config.py:750(is_type_factory)
       22    0.000    0.000    0.000    0.000 config.py:764(inner)
        5    0.000    0.000    0.000    0.000 config.py:771(is_instance_factory)
        7    0.000    0.000    0.000    0.000 config.py:790(inner)
        8    0.000    0.000    0.000    0.000 config.py:797(is_one_of_factory)
        8    0.000    0.000    0.000    0.000 config.py:799(<listcomp>)
        8    0.000    0.000    0.000    0.000 config.py:800(<listcomp>)
        8    0.000    0.000    0.000    0.000 config.py:802(inner)
        3    0.000    0.000    0.000    0.000 config.py:816(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 config.py:86(_get_single_key)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:323(is_terminal)
        1    0.000    0.000    0.000    0.000 config_init.py:646(register_plotting_backend_cb)
        2    0.000    0.000    0.023    0.012 connection.py:1(<module>)
       42    0.000    0.000    0.001    0.000 connection.py:104(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:108(_has_ipv6)
       84    0.000    0.000    0.000    0.000 connection.py:117(host)
       42    0.000    0.000    0.000    0.000 connection.py:136(host)
       42    0.000    0.000    0.020    0.000 connection.py:146(_new_conn)
       42    0.000    0.000    0.000    0.000 connection.py:177(_prepare_conn)
       42    0.000    0.000    0.021    0.000 connection.py:186(connect)
       42    0.000    0.000    0.001    0.000 connection.py:190(putrequest)
        1    0.000    0.000    0.000    0.000 connection.py:237(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:269(VerifiedHTTPSConnection)
       42    0.000    0.000    0.020    0.000 connection.py:33(create_connection)
        1    0.000    0.000    0.000    0.000 connection.py:65(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:71(HTTPConnection)
       42    0.000    0.000    0.000    0.000 connection.py:89(_set_socket_options)
       42    0.000    0.000    0.000    0.000 connection.py:97(allowed_gai_family)
        1    0.000    0.000    0.063    0.063 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:103(HTTPConnectionPool)
       42    0.000    0.000    0.001    0.000 connectionpool.py:1038(_normalize_host)
       42    0.001    0.000    0.005    0.000 connectionpool.py:167(__init__)
       42    0.000    0.000    0.001    0.000 connectionpool.py:216(_new_conn)
       42    0.000    0.000    0.002    0.000 connectionpool.py:237(_get_conn)
       42    0.000    0.000    0.001    0.000 connectionpool.py:276(_put_conn)
       42    0.000    0.000    0.000    0.000 connectionpool.py:304(_validate_conn)
       84    0.000    0.000    0.000    0.000 connectionpool.py:314(_get_timeout)
       42    0.001    0.000   54.821    1.305 connectionpool.py:351(_make_request)
       42    0.001    0.000    0.006    0.000 connectionpool.py:455(close)
       42    0.001    0.000   54.836    1.306 connectionpool.py:494(urlopen)
        1    0.000    0.000    0.000    0.000 connectionpool.py:64(ConnectionPool)
       42    0.000    0.000    0.001    0.000 connectionpool.py:73(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:852(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        2    0.000    0.000    0.001    0.001 construction.py:1(<module>)
        2    0.000    0.000    0.006    0.003 construction.py:333(_homogenize)
     2064    0.001    0.000    0.006    0.000 construction.py:354(extract_array)
     2057    0.011    0.000    0.137    0.000 construction.py:423(sanitize_array)
        2    0.000    0.000    0.014    0.007 construction.py:502(to_arrays)
     2057    0.006    0.000    0.073    0.000 construction.py:554(_try_cast)
     2001    0.002    0.000    0.005    0.000 construction.py:612(is_empty_data)
        2    0.000    0.000    0.014    0.007 construction.py:613(_list_of_dict_to_arrays)
        2    0.000    0.000    0.009    0.005 construction.py:62(arrays_to_mgr)
     2004    0.001    0.000    0.001    0.000 construction.py:641(<genexpr>)
        4    0.000    0.000    0.000    0.000 construction.py:642(<genexpr>)
        2    0.000    0.000    0.000    0.000 construction.py:647(<listcomp>)
        2    0.000    0.000    0.000    0.000 construction.py:655(_validate_or_indexify_columns)
        4    0.000    0.000    0.000    0.000 construction.py:686(<genexpr>)
        2    0.000    0.000    0.007    0.003 construction.py:713(_convert_object_array)
       56    0.000    0.000    0.007    0.000 construction.py:730(convert)
        2    0.000    0.000    0.007    0.003 construction.py:736(<listcomp>)
        1    0.000    0.000    0.000    0.000 contenttypes.py:120(_add_shared_strings)
        1    0.000    0.000    0.000    0.000 contenttypes.py:130(_add_image_types)
        1    0.000    0.000    0.000    0.000 contenttypes.py:174(_write_defaults)
        1    0.000    0.000    0.000    0.000 contenttypes.py:182(_write_overrides)
        1    0.000    0.000    0.000    0.000 contenttypes.py:189(_write_types)
        1    0.000    0.000    0.000    0.000 contenttypes.py:29(ContentTypes)
        1    0.000    0.000    0.000    0.000 contenttypes.py:42(__init__)
        1    0.000    0.000    0.000    0.000 contenttypes.py:60(_assemble_xml_file)
        3    0.000    0.000    0.000    0.000 contenttypes.py:79(_add_override)
        1    0.000    0.000    0.000    0.000 contenttypes.py:8(<module>)
        2    0.000    0.000    0.000    0.000 contenttypes.py:83(_add_worksheet_name)
      104    0.000    0.000    0.000    0.000 contextlib.py:108(__enter__)
      104    0.000    0.000    0.001    0.000 contextlib.py:117(__exit__)
       28    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
      104    0.000    0.000    0.001    0.000 contextlib.py:238(helper)
       53    0.000    0.000    0.000    0.000 contextlib.py:353(__init__)
       53    0.000    0.000    0.000    0.000 contextlib.py:356(__enter__)
       53    0.000    0.000    0.000    0.000 contextlib.py:359(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
      104    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.007    0.007 cookiejar.py:1(<module>)
      420    0.001    0.000    0.001    0.000 cookiejar.py:1008(set_ok_domain)
      420    0.000    0.000    0.000    0.000 cookiejar.py:1067(set_ok_port)
      252    0.000    0.000    0.001    0.000 cookiejar.py:1219(vals_sorted_by_key)
      252    0.000    0.000    0.001    0.000 cookiejar.py:1223(deepvalues)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1241(Absent)
        1    0.001    0.001    0.001    0.001 cookiejar.py:1243(CookieJar)
      168    0.000    0.000    0.001    0.000 cookiejar.py:1258(__init__)
       42    0.000    0.000    0.000    0.000 cookiejar.py:1287(_cookies_for_request)
       42    0.000    0.000    0.000    0.000 cookiejar.py:1294(_cookie_attrs)
       42    0.000    0.000    0.001    0.000 cookiejar.py:1353(add_cookie_header)
      168    0.002    0.000    0.002    0.000 cookiejar.py:1386(_normalized_cookie_tuples)
      420    0.002    0.000    0.015    0.000 cookiejar.py:1483(_cookie_from_cookie_tuple)
      168    0.001    0.000    0.018    0.000 cookiejar.py:1575(_cookies_from_attrs_set)
       84    0.000    0.000    0.000    0.000 cookiejar.py:1584(_process_rfc2109_cookies)
       84    0.001    0.000    0.027    0.000 cookiejar.py:1596(make_cookies)
      420    0.001    0.000    0.001    0.000 cookiejar.py:1664(set_cookie)
       84    0.001    0.000    0.057    0.001 cookiejar.py:1677(extract_cookies)
       42    0.000    0.000    0.000    0.000 cookiejar.py:1731(clear_expired_cookies)
      252    0.000    0.000    0.000    0.000 cookiejar.py:1750(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1771(LoadError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1773(FileCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1856(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1976(MozillaCookieJar)
       84    0.000    0.000    0.000    0.000 cookiejar.py:341(split_header_words)
      966    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
